,airy,calm,dark,deep,different,eerie,happy,light,loud,low,mellow,quiet,sad,scary,soft,strange
5038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5090,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5207,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5230,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5247,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
5251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5387,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5515,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5530,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5555,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5561,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5562,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
5563,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5679,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5910,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6279,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6317,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6369,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6438,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6475,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6505,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6603,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6606,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6730,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6740,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6749,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6750,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6869,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7096,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7209,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
7210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7287,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7295,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7449,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7493,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
