,instrumental,singing
9468,0.0,1.0
9469,0.0,1.0
9470,0.0,1.0
9471,0.0,1.0
9480,1.0,0.0
9481,0.0,1.0
9485,1.0,1.0
9487,0.0,1.0
9493,1.0,0.0
9502,1.0,0.0
9503,0.0,1.0
9506,0.0,1.0
9510,0.0,1.0
9513,0.0,1.0
9514,0.0,1.0
9520,1.0,0.0
9527,0.0,1.0
9528,1.0,0.0
9529,1.0,1.0
9530,0.0,1.0
9532,0.0,1.0
9534,0.0,1.0
9535,0.0,1.0
9536,0.0,1.0
9537,0.0,1.0
9538,0.0,1.0
9542,0.0,1.0
9546,1.0,0.0
9549,1.0,0.0
9556,0.0,1.0
9557,0.0,1.0
9558,0.0,1.0
9559,0.0,1.0
9561,0.0,1.0
9562,0.0,1.0
9563,0.0,1.0
9564,0.0,1.0
9565,0.0,1.0
9566,0.0,1.0
9573,1.0,0.0
9578,0.0,1.0
9579,0.0,1.0
9585,1.0,0.0
9587,1.0,0.0
9589,0.0,1.0
9590,0.0,1.0
9592,0.0,1.0
9593,0.0,1.0
9598,0.0,1.0
9599,0.0,1.0
9600,0.0,1.0
9601,0.0,1.0
9604,1.0,0.0
9619,0.0,1.0
9620,0.0,1.0
9623,1.0,0.0
9626,0.0,1.0
9627,0.0,1.0
9628,0.0,1.0
9629,0.0,1.0
9637,1.0,0.0
9646,1.0,0.0
9647,0.0,1.0
9648,0.0,1.0
9650,0.0,1.0
9657,0.0,1.0
9658,0.0,1.0
9660,0.0,1.0
9661,0.0,1.0
9662,0.0,1.0
9663,0.0,1.0
9666,1.0,0.0
9670,0.0,1.0
9671,1.0,0.0
9672,0.0,1.0
9673,0.0,1.0
9677,0.0,1.0
9678,1.0,1.0
9679,0.0,1.0
9687,1.0,0.0
9691,0.0,1.0
9695,1.0,0.0
9698,1.0,0.0
9699,0.0,1.0
9702,1.0,0.0
9709,0.0,1.0
9710,0.0,1.0
9715,1.0,0.0
9724,1.0,0.0
9728,1.0,0.0
9729,1.0,0.0
9732,1.0,0.0
9736,0.0,1.0
9738,0.0,1.0
9739,0.0,1.0
9740,0.0,1.0
9741,0.0,1.0
9749,0.0,1.0
9752,0.0,1.0
9754,0.0,1.0
9755,0.0,1.0
9756,0.0,1.0
9758,0.0,1.0
9759,0.0,1.0
9760,0.0,1.0
9764,1.0,0.0
9766,1.0,0.0
9767,0.0,1.0
9770,0.0,1.0
9771,0.0,1.0
9774,1.0,0.0
9783,1.0,0.0
9786,1.0,0.0
9787,1.0,0.0
9794,1.0,0.0
9795,0.0,1.0
9797,0.0,1.0
9798,0.0,1.0
9804,1.0,0.0
9805,1.0,0.0
9812,0.0,1.0
9813,0.0,1.0
9816,0.0,1.0
9821,0.0,1.0
9822,0.0,1.0
9825,0.0,1.0
9827,0.0,1.0
9832,1.0,0.0
9843,0.0,1.0
9844,0.0,1.0
9845,0.0,1.0
9851,0.0,1.0
9856,1.0,1.0
9858,0.0,1.0
9861,0.0,1.0
9863,1.0,1.0
9864,1.0,1.0
9878,0.0,1.0
9881,0.0,1.0
9883,0.0,1.0
9885,0.0,1.0
9886,0.0,1.0
9902,1.0,0.0
9912,0.0,1.0
9913,0.0,1.0
9914,0.0,1.0
9915,0.0,1.0
9916,0.0,1.0
9920,1.0,0.0
9922,1.0,0.0
9925,1.0,0.0
9939,0.0,1.0
9940,0.0,1.0
9941,0.0,1.0
9944,1.0,0.0
9948,1.0,0.0
9954,1.0,0.0
9968,0.0,1.0
9969,0.0,1.0
9971,0.0,1.0
9972,0.0,1.0
9974,0.0,1.0
9987,0.0,1.0
9991,0.0,1.0
9994,0.0,1.0
9996,0.0,1.0
10000,1.0,0.0
10002,0.0,1.0
10003,0.0,1.0
10004,1.0,0.0
10008,1.0,0.0
10011,0.0,1.0
10012,1.0,0.0
10014,1.0,0.0
10028,1.0,0.0
10031,1.0,0.0
10035,1.0,0.0
10039,1.0,1.0
10044,1.0,0.0
10047,0.0,1.0
10049,0.0,1.0
10056,1.0,0.0
10058,0.0,1.0
10060,0.0,1.0
10061,0.0,1.0
10063,1.0,0.0
10069,0.0,1.0
10070,0.0,1.0
10071,0.0,1.0
10072,0.0,1.0
10077,1.0,0.0
10086,0.0,1.0
10102,1.0,0.0
10106,0.0,1.0
10108,0.0,1.0
10109,1.0,0.0
10113,1.0,0.0
10116,0.0,1.0
10128,0.0,1.0
10133,0.0,1.0
10145,1.0,0.0
10151,0.0,1.0
10152,0.0,1.0
10158,1.0,0.0
10162,1.0,0.0
10168,1.0,0.0
10173,1.0,0.0
10175,0.0,1.0
10182,0.0,1.0
10184,0.0,1.0
10186,1.0,0.0
10187,1.0,0.0
10191,1.0,0.0
10200,1.0,0.0
10203,1.0,0.0
10205,1.0,0.0
10208,1.0,0.0
10211,0.0,1.0
10212,0.0,1.0
10213,0.0,1.0
10214,0.0,1.0
10216,0.0,1.0
10219,0.0,1.0
10221,0.0,1.0
10222,0.0,1.0
10223,1.0,0.0
10224,0.0,1.0
10225,0.0,1.0
10226,0.0,1.0
10230,0.0,1.0
10238,1.0,0.0
10241,0.0,1.0
10242,0.0,1.0
10243,0.0,1.0
10246,1.0,0.0
10267,1.0,0.0
10268,1.0,0.0
10276,0.0,1.0
10278,1.0,0.0
10290,1.0,0.0
10292,1.0,0.0
10293,1.0,0.0
10296,0.0,1.0
10298,0.0,1.0
10309,0.0,1.0
10332,1.0,0.0
10339,0.0,1.0
10340,0.0,1.0
10341,0.0,1.0
10342,0.0,1.0
10343,0.0,1.0
10352,0.0,1.0
10353,0.0,1.0
10360,1.0,0.0
10361,0.0,1.0
10362,0.0,1.0
10366,0.0,1.0
10367,0.0,1.0
10378,1.0,1.0
10380,0.0,1.0
10381,0.0,1.0
10382,0.0,1.0
10384,0.0,1.0
10387,0.0,1.0
10388,0.0,1.0
10391,0.0,1.0
10392,0.0,1.0
10393,0.0,1.0
10395,0.0,1.0
10396,0.0,1.0
10398,0.0,1.0
10399,0.0,1.0
10400,0.0,1.0
10402,0.0,1.0
10404,0.0,1.0
10406,0.0,1.0
10413,1.0,0.0
10416,1.0,0.0
10417,1.0,0.0
10420,0.0,1.0
10421,0.0,1.0
10422,0.0,1.0
10423,0.0,1.0
10424,1.0,0.0
10431,1.0,0.0
10432,0.0,1.0
10434,0.0,1.0
10435,0.0,1.0
10439,0.0,1.0
10443,0.0,1.0
10444,0.0,1.0
10445,0.0,1.0
10446,0.0,1.0
10457,1.0,0.0
10459,1.0,0.0
10460,1.0,0.0
10473,1.0,0.0
10482,0.0,1.0
10483,0.0,1.0
10486,0.0,1.0
10487,0.0,1.0
10491,1.0,0.0
10493,1.0,0.0
10497,1.0,0.0
10498,1.0,0.0
10501,1.0,0.0
10503,0.0,1.0
10504,0.0,1.0
10505,0.0,1.0
10515,1.0,0.0
10520,1.0,0.0
10527,1.0,0.0
10563,1.0,0.0
10568,0.0,1.0
10569,0.0,1.0
10574,0.0,1.0
10575,0.0,1.0
10580,0.0,1.0
10581,0.0,1.0
10582,0.0,1.0
10585,0.0,1.0
10586,0.0,1.0
10599,1.0,0.0
10600,1.0,0.0
10605,1.0,0.0
10614,1.0,0.0
10615,1.0,0.0
10620,1.0,0.0
10622,1.0,0.0
10624,0.0,1.0
10625,0.0,1.0
10629,0.0,1.0
10630,0.0,1.0
10638,0.0,1.0
10639,0.0,1.0
10642,0.0,1.0
10658,1.0,0.0
10659,0.0,1.0
10660,0.0,1.0
10661,0.0,1.0
10666,1.0,0.0
10669,1.0,0.0
10678,1.0,0.0
10679,1.0,0.0
10680,1.0,0.0
10681,1.0,0.0
10684,1.0,0.0
10686,1.0,0.0
10687,1.0,0.0
10694,1.0,0.0
10697,0.0,1.0
10698,0.0,1.0
10699,0.0,1.0
10700,0.0,1.0
10701,0.0,1.0
10704,0.0,1.0
10705,0.0,1.0
10708,0.0,1.0
10720,0.0,1.0
10721,1.0,0.0
10724,1.0,0.0
10725,1.0,0.0
10736,1.0,0.0
10737,1.0,0.0
10740,1.0,0.0
10742,1.0,0.0
10743,1.0,0.0
10747,1.0,0.0
10752,1.0,0.0
10762,0.0,1.0
10763,0.0,1.0
10764,0.0,1.0
10774,0.0,1.0
10775,0.0,1.0
10776,0.0,1.0
10778,0.0,1.0
10788,1.0,0.0
10799,0.0,1.0
10800,0.0,1.0
10803,1.0,0.0
10806,1.0,0.0
10817,0.0,1.0
10822,1.0,0.0
10824,0.0,1.0
10825,0.0,1.0
10827,1.0,0.0
10828,1.0,0.0
10830,0.0,1.0
10831,0.0,1.0
10832,0.0,1.0
10833,0.0,1.0
10834,0.0,1.0
10838,0.0,1.0
10840,1.0,0.0
10843,1.0,0.0
10844,1.0,0.0
10846,1.0,0.0
10859,1.0,0.0
10862,1.0,0.0
10879,1.0,0.0
10882,1.0,0.0
10884,0.0,1.0
10894,1.0,0.0
10902,0.0,1.0
10906,0.0,1.0
10907,0.0,1.0
10908,1.0,0.0
10912,1.0,0.0
10917,1.0,0.0
10919,0.0,1.0
10925,1.0,0.0
10927,1.0,0.0
10934,1.0,0.0
10938,0.0,1.0
10939,0.0,1.0
10940,0.0,1.0
10941,1.0,0.0
10949,0.0,1.0
10950,1.0,0.0
10952,1.0,0.0
10955,0.0,1.0
10956,0.0,1.0
10957,0.0,1.0
10958,0.0,1.0
10962,0.0,1.0
10963,0.0,1.0
10974,1.0,0.0
10977,0.0,1.0
10978,0.0,1.0
10979,0.0,1.0
10980,0.0,1.0
10985,0.0,1.0
10994,1.0,0.0
10995,1.0,0.0
10996,1.0,0.0
11000,1.0,0.0
11003,1.0,0.0
11005,1.0,0.0
11009,1.0,0.0
11022,0.0,1.0
11024,1.0,1.0
11026,1.0,0.0
11039,1.0,0.0
11044,1.0,0.0
11051,1.0,0.0
11055,1.0,0.0
11056,1.0,0.0
11059,1.0,0.0
11063,0.0,1.0
11064,0.0,1.0
11065,0.0,1.0
11068,1.0,0.0
11069,0.0,1.0
11076,1.0,0.0
11080,1.0,0.0
11085,1.0,0.0
11089,0.0,1.0
11090,0.0,1.0
11091,0.0,1.0
11093,0.0,1.0
11102,1.0,0.0
11105,1.0,0.0
11116,0.0,1.0
11117,0.0,1.0
11119,0.0,1.0
11121,0.0,1.0
11125,1.0,0.0
11126,1.0,0.0
11130,1.0,0.0
11150,1.0,0.0
11152,1.0,0.0
11154,1.0,0.0
11157,0.0,1.0
11158,0.0,1.0
11160,0.0,1.0
11164,1.0,0.0
11165,0.0,1.0
11166,0.0,1.0
11167,0.0,1.0
11168,0.0,1.0
11169,1.0,0.0
11171,0.0,1.0
11175,1.0,0.0
11200,1.0,0.0
11218,1.0,0.0
11223,1.0,0.0
11226,0.0,1.0
11228,0.0,1.0
11229,0.0,1.0
11231,1.0,0.0
11232,0.0,1.0
11235,1.0,0.0
11239,1.0,0.0
11243,1.0,0.0
11244,1.0,0.0
11248,1.0,0.0
11249,1.0,0.0
11252,0.0,1.0
11253,0.0,1.0
11255,0.0,1.0
11257,0.0,1.0
11258,0.0,1.0
11260,0.0,1.0
11261,0.0,1.0
11264,1.0,0.0
11268,1.0,0.0
11269,0.0,1.0
11272,1.0,0.0
11284,1.0,0.0
11286,1.0,0.0
11288,0.0,1.0
11289,1.0,0.0
11291,0.0,1.0
11303,0.0,1.0
11305,0.0,1.0
11312,1.0,0.0
11326,1.0,0.0
11327,1.0,0.0
11331,0.0,1.0
11334,0.0,1.0
11336,0.0,1.0
11341,1.0,0.0
11349,0.0,1.0
11353,0.0,1.0
11359,0.0,1.0
11361,0.0,1.0
11366,1.0,0.0
11373,0.0,1.0
11374,1.0,0.0
11381,0.0,1.0
11385,0.0,1.0
11386,0.0,1.0
11389,0.0,1.0
11397,0.0,1.0
11398,0.0,1.0
11400,0.0,1.0
11401,1.0,0.0
11407,1.0,0.0
11411,0.0,1.0
11413,0.0,1.0
11414,0.0,1.0
11415,0.0,1.0
11417,0.0,1.0
11420,1.0,0.0
11424,0.0,1.0
11426,1.0,0.0
11437,0.0,1.0
11439,0.0,1.0
11441,0.0,1.0
11443,0.0,1.0
11445,0.0,1.0
11447,0.0,1.0
11448,0.0,1.0
11450,0.0,1.0
11452,0.0,1.0
11453,0.0,1.0
11454,0.0,1.0
11459,0.0,1.0
11463,1.0,0.0
11466,0.0,1.0
11469,0.0,1.0
11471,1.0,0.0
11475,0.0,1.0
11477,0.0,1.0
11485,1.0,0.0
11487,0.0,1.0
11488,0.0,1.0
11489,1.0,0.0
11490,0.0,1.0
11497,1.0,0.0
11501,1.0,0.0
11503,0.0,1.0
11504,0.0,1.0
11506,0.0,1.0
11509,1.0,0.0
11510,1.0,0.0
11511,0.0,1.0
11512,0.0,1.0
11513,0.0,1.0
11520,1.0,0.0
11522,0.0,1.0
11524,0.0,1.0
11525,0.0,1.0
11527,0.0,1.0
11529,1.0,0.0
11545,0.0,1.0
11558,1.0,0.0
11562,0.0,1.0
11563,0.0,1.0
11564,0.0,1.0
11565,0.0,1.0
11566,0.0,1.0
11572,1.0,0.0
11579,1.0,0.0
11584,1.0,0.0
11594,0.0,1.0
11595,0.0,1.0
11596,0.0,1.0
11597,0.0,1.0
11603,0.0,1.0
11604,0.0,1.0
11605,0.0,1.0
11607,1.0,0.0
11609,1.0,0.0
11611,0.0,1.0
11612,0.0,1.0
11613,0.0,1.0
11614,0.0,1.0
11615,0.0,1.0
11616,0.0,1.0
11619,0.0,1.0
11625,0.0,1.0
11627,0.0,1.0
11630,0.0,1.0
11631,0.0,1.0
11632,0.0,1.0
11638,1.0,0.0
11642,0.0,1.0
11644,0.0,1.0
11645,0.0,1.0
11646,0.0,1.0
11647,0.0,1.0
11648,0.0,1.0
11649,0.0,1.0
11650,0.0,1.0
11653,0.0,1.0
11655,0.0,1.0
11662,1.0,0.0
11666,1.0,0.0
11669,1.0,0.0
11671,0.0,1.0
11676,0.0,1.0
11677,0.0,1.0
11678,0.0,1.0
11685,1.0,0.0
11692,1.0,0.0
11703,1.0,0.0
11704,1.0,0.0
11714,0.0,1.0
11716,0.0,1.0
11726,1.0,0.0
11729,1.0,0.0
11730,1.0,0.0
11738,1.0,0.0
11744,0.0,1.0
11747,0.0,1.0
11748,0.0,1.0
11754,1.0,0.0
11757,0.0,1.0
11758,0.0,1.0
11759,0.0,1.0
11762,1.0,0.0
11768,0.0,1.0
11769,0.0,1.0
11770,0.0,1.0
11772,0.0,1.0
11774,0.0,1.0
11776,0.0,1.0
11777,1.0,0.0
11778,1.0,1.0
11779,0.0,1.0
11782,1.0,0.0
11791,1.0,0.0
11793,1.0,0.0
11796,0.0,1.0
11797,0.0,1.0
11799,0.0,1.0
11800,0.0,1.0
11801,0.0,1.0
11804,1.0,0.0
11809,1.0,0.0
11812,0.0,1.0
11814,0.0,1.0
11820,1.0,0.0
11829,1.0,0.0
11833,0.0,1.0
11836,0.0,1.0
11838,0.0,1.0
11843,0.0,1.0
11846,1.0,0.0
11847,1.0,0.0
11849,1.0,0.0
11851,0.0,1.0
11854,0.0,1.0
11866,0.0,1.0
11876,1.0,0.0
11877,1.0,0.0
11879,0.0,1.0
11882,1.0,1.0
11884,0.0,1.0
11885,0.0,1.0
11886,0.0,1.0
11888,0.0,1.0
11889,0.0,1.0
11891,0.0,1.0
11896,1.0,1.0
11897,0.0,1.0
11898,0.0,1.0
11901,0.0,1.0
11903,0.0,1.0
11905,0.0,1.0
11907,0.0,1.0
11908,0.0,1.0
11910,1.0,0.0
11917,0.0,1.0
11918,0.0,1.0
11923,0.0,1.0
11927,1.0,1.0
11929,0.0,1.0
11930,0.0,1.0
11931,0.0,1.0
11939,0.0,1.0
11943,1.0,0.0
11945,1.0,0.0
11946,0.0,1.0
11948,1.0,0.0
11952,0.0,1.0
11953,0.0,1.0
11954,0.0,1.0
11955,0.0,1.0
11957,0.0,1.0
11961,1.0,0.0
11971,1.0,0.0
11975,0.0,1.0
11980,1.0,0.0
11984,1.0,1.0
11986,0.0,1.0
11988,0.0,1.0
11989,0.0,1.0
11990,0.0,1.0
11991,0.0,1.0
11993,0.0,1.0
11994,0.0,1.0
11998,0.0,1.0
11999,0.0,1.0
12000,0.0,1.0
12002,0.0,1.0
12003,0.0,1.0
12004,0.0,1.0
12006,0.0,1.0
12013,1.0,0.0
12032,1.0,0.0
12039,0.0,1.0
12042,0.0,1.0
12061,1.0,0.0
12062,0.0,1.0
12063,0.0,1.0
12064,0.0,1.0
12065,0.0,1.0
12066,0.0,1.0
12067,0.0,1.0
12068,0.0,1.0
12071,0.0,1.0
12072,0.0,1.0
12074,0.0,1.0
12075,0.0,1.0
12084,1.0,0.0
12094,1.0,0.0
12098,1.0,0.0
12108,0.0,1.0
12110,0.0,1.0
12111,0.0,1.0
12112,0.0,1.0
12113,0.0,1.0
12123,1.0,0.0
12124,1.0,0.0
12133,1.0,0.0
12135,1.0,0.0
12138,1.0,0.0
12141,0.0,1.0
12143,1.0,0.0
12147,1.0,0.0
12156,1.0,0.0
12157,0.0,1.0
12158,0.0,1.0
12159,0.0,1.0
12160,0.0,1.0
12161,0.0,1.0
12163,1.0,0.0
12164,0.0,1.0
12165,0.0,1.0
12166,1.0,0.0
12167,0.0,1.0
12168,0.0,1.0
12169,0.0,1.0
12170,0.0,1.0
12171,0.0,1.0
12174,0.0,1.0
12179,0.0,1.0
12180,1.0,1.0
12184,0.0,1.0
12187,0.0,1.0
12192,1.0,0.0
12195,0.0,1.0
12196,0.0,1.0
12197,0.0,1.0
12199,1.0,0.0
12202,1.0,0.0
12203,0.0,1.0
12207,1.0,0.0
12209,0.0,1.0
12210,0.0,1.0
12211,0.0,1.0
12212,0.0,1.0
12213,0.0,1.0
12214,0.0,1.0
12217,0.0,1.0
12220,0.0,1.0
12225,0.0,1.0
12226,0.0,1.0
12228,0.0,1.0
12229,0.0,1.0
12232,1.0,0.0
12238,1.0,0.0
12243,1.0,0.0
12245,1.0,0.0
12251,1.0,0.0
12257,1.0,0.0
12259,1.0,0.0
12264,0.0,1.0
12269,1.0,0.0
12280,1.0,0.0
12282,0.0,1.0
12283,0.0,1.0
12284,0.0,1.0
12299,0.0,1.0
12300,0.0,1.0
12310,1.0,0.0
12311,1.0,0.0
12312,0.0,1.0
12314,1.0,0.0
12316,1.0,0.0
12319,1.0,0.0
12321,1.0,0.0
12323,1.0,0.0
12324,1.0,0.0
12331,1.0,1.0
12332,0.0,1.0
12333,0.0,1.0
12336,1.0,0.0
12339,1.0,0.0
12349,1.0,0.0
12358,0.0,1.0
12367,1.0,0.0
12368,1.0,0.0
12375,0.0,1.0
12376,0.0,1.0
12378,0.0,1.0
12379,0.0,1.0
12381,1.0,0.0
12386,1.0,0.0
12387,0.0,1.0
12389,0.0,1.0
12391,1.0,0.0
12397,0.0,1.0
12402,1.0,0.0
12407,0.0,1.0
12419,0.0,1.0
12423,0.0,1.0
12424,0.0,1.0
12426,0.0,1.0
12427,0.0,1.0
12428,1.0,0.0
12430,1.0,1.0
12431,0.0,1.0
12433,0.0,1.0
12434,0.0,1.0
12439,0.0,1.0
12440,0.0,1.0
12441,0.0,1.0
12442,0.0,1.0
12444,0.0,1.0
12445,0.0,1.0
12446,0.0,1.0
12447,0.0,1.0
12448,0.0,1.0
12449,0.0,1.0
12455,1.0,0.0
12467,0.0,1.0
12468,0.0,1.0
12469,0.0,1.0
12470,0.0,1.0
12472,0.0,1.0
12474,0.0,1.0
12475,0.0,1.0
12478,0.0,1.0
12479,0.0,1.0
12480,0.0,1.0
12483,0.0,1.0
12484,0.0,1.0
12487,0.0,1.0
12488,0.0,1.0
12490,0.0,1.0
12496,0.0,1.0
12497,0.0,1.0
12498,0.0,1.0
12500,0.0,1.0
12501,0.0,1.0
12505,0.0,1.0
12506,1.0,1.0
12507,0.0,1.0
12510,0.0,1.0
12513,1.0,0.0
12516,0.0,1.0
12517,0.0,1.0
12518,0.0,1.0
12519,0.0,1.0
12524,1.0,0.0
12537,1.0,0.0
12540,1.0,0.0
12542,1.0,0.0
12543,1.0,0.0
12545,1.0,0.0
12548,0.0,1.0
12549,0.0,1.0
12552,0.0,1.0
12553,0.0,1.0
12555,1.0,0.0
12557,1.0,0.0
12558,0.0,1.0
12559,0.0,1.0
12561,0.0,1.0
12562,0.0,1.0
12563,0.0,1.0
12565,0.0,1.0
12571,1.0,0.0
12572,1.0,0.0
12577,1.0,0.0
12584,0.0,1.0
12590,1.0,0.0
12595,0.0,1.0
12596,0.0,1.0
12600,0.0,1.0
12601,0.0,1.0
12607,1.0,0.0
12609,1.0,0.0
12629,1.0,0.0
12633,1.0,0.0
12635,0.0,1.0
12639,1.0,0.0
12641,1.0,0.0
12643,1.0,0.0
12654,1.0,0.0
12656,0.0,1.0
12663,1.0,0.0
12665,0.0,1.0
12666,0.0,1.0
12667,0.0,1.0
12670,1.0,0.0
12687,0.0,1.0
12692,0.0,1.0
12693,0.0,1.0
12695,0.0,1.0
12697,0.0,1.0
12699,0.0,1.0
12701,0.0,1.0
12702,0.0,1.0
12703,0.0,1.0
12704,0.0,1.0
12705,0.0,1.0
12708,0.0,1.0
12709,0.0,1.0
12713,0.0,1.0
12714,0.0,1.0
12716,0.0,1.0
12717,0.0,1.0
12719,0.0,1.0
12720,0.0,1.0
12722,0.0,1.0
12723,0.0,1.0
12724,1.0,0.0
12727,0.0,1.0
12730,1.0,0.0
12732,1.0,0.0
12742,0.0,1.0
12745,0.0,1.0
12746,0.0,1.0
12749,0.0,1.0
12750,0.0,1.0
12752,0.0,1.0
12760,1.0,0.0
12766,0.0,1.0
12767,0.0,1.0
12768,0.0,1.0
12769,0.0,1.0
12771,0.0,1.0
12772,0.0,1.0
12778,1.0,0.0
12793,1.0,0.0
12796,0.0,1.0
12798,0.0,1.0
12806,1.0,0.0
12808,1.0,0.0
12810,1.0,0.0
12814,1.0,0.0
12815,1.0,0.0
12816,0.0,1.0
12818,0.0,1.0
12821,1.0,0.0
12824,1.0,0.0
12827,0.0,1.0
12830,0.0,1.0
12838,1.0,0.0
12840,1.0,0.0
12845,1.0,0.0
12847,0.0,1.0
12850,1.0,0.0
12851,0.0,1.0
12853,0.0,1.0
12854,0.0,1.0
12855,1.0,0.0
12858,0.0,1.0
12869,0.0,1.0
12871,0.0,1.0
12872,0.0,1.0
12873,0.0,1.0
12874,0.0,1.0
12878,0.0,1.0
12881,0.0,1.0
12882,0.0,1.0
12885,0.0,1.0
12886,0.0,1.0
12887,0.0,1.0
12892,0.0,1.0
12893,1.0,0.0
12896,0.0,1.0
12897,0.0,1.0
12899,0.0,1.0
12904,1.0,0.0
12910,0.0,1.0
12911,0.0,1.0
12912,0.0,1.0
12914,0.0,1.0
12915,0.0,1.0
12916,0.0,1.0
12917,0.0,1.0
12918,1.0,0.0
12923,0.0,1.0
12924,0.0,1.0
12925,0.0,1.0
12927,0.0,1.0
12928,0.0,1.0
12929,0.0,1.0
12930,0.0,1.0
12932,1.0,1.0
12934,0.0,1.0
12935,1.0,0.0
12936,0.0,1.0
12947,1.0,0.0
12952,1.0,0.0
12953,1.0,0.0
12956,0.0,1.0
12957,0.0,1.0
12958,0.0,1.0
12962,1.0,0.0
12966,1.0,0.0
12969,1.0,0.0
12971,1.0,0.0
12972,1.0,0.0
12980,0.0,1.0
12988,1.0,0.0
12991,1.0,0.0
13011,0.0,1.0
13012,0.0,1.0
13013,0.0,1.0
13018,0.0,1.0
13019,0.0,1.0
13026,1.0,0.0
13030,0.0,1.0
13031,0.0,1.0
13032,0.0,1.0
13033,0.0,1.0
13034,0.0,1.0
13041,0.0,1.0
13042,0.0,1.0
13050,1.0,0.0
13052,1.0,0.0
13056,0.0,1.0
13057,0.0,1.0
13058,0.0,1.0
13059,0.0,1.0
13063,1.0,0.0
13080,1.0,0.0
13082,1.0,0.0
13083,0.0,1.0
13084,0.0,1.0
13085,0.0,1.0
13086,0.0,1.0
13088,0.0,1.0
13091,0.0,1.0
13092,0.0,1.0
13095,0.0,1.0
13100,1.0,0.0
13102,1.0,0.0
13103,1.0,0.0
13104,1.0,0.0
13108,1.0,0.0
13114,0.0,1.0
13116,0.0,1.0
13117,0.0,1.0
13118,0.0,1.0
13119,0.0,1.0
13120,0.0,1.0
13129,1.0,0.0
13139,1.0,0.0
13140,1.0,0.0
13142,0.0,1.0
13143,0.0,1.0
13146,0.0,1.0
13147,0.0,1.0
13162,0.0,1.0
13164,0.0,1.0
13165,0.0,1.0
13167,0.0,1.0
13170,0.0,1.0
13172,0.0,1.0
13174,1.0,1.0
13177,0.0,1.0
13178,0.0,1.0
13180,0.0,1.0
13181,0.0,1.0
13182,1.0,0.0
13185,1.0,0.0
13189,1.0,0.0
13197,1.0,0.0
13198,1.0,0.0
13203,1.0,0.0
13215,0.0,1.0
13216,0.0,1.0
13221,1.0,0.0
13225,1.0,0.0
13226,1.0,0.0
13228,0.0,1.0
13232,0.0,1.0
13233,0.0,1.0
13236,1.0,0.0
13244,1.0,0.0
13249,1.0,0.0
13269,0.0,1.0
13271,0.0,1.0
13273,1.0,0.0
13275,1.0,0.0
13282,1.0,0.0
13288,1.0,0.0
13315,1.0,0.0
13340,0.0,1.0
13341,0.0,1.0
13342,0.0,1.0
13343,0.0,1.0
13346,0.0,1.0
13349,0.0,1.0
13361,1.0,0.0
13363,1.0,0.0
13365,1.0,0.0
13370,1.0,0.0
13371,1.0,0.0
13379,0.0,1.0
13382,1.0,0.0
13383,1.0,0.0
13384,1.0,0.0
13388,0.0,1.0
13389,0.0,1.0
13394,1.0,0.0
13396,0.0,1.0
13406,0.0,1.0
13407,0.0,1.0
13410,1.0,0.0
13413,0.0,1.0
13415,0.0,1.0
13418,0.0,1.0
13423,1.0,0.0
13431,1.0,0.0
13437,0.0,1.0
13440,0.0,1.0
13443,1.0,0.0
13444,0.0,1.0
13447,0.0,1.0
13449,0.0,1.0
13451,0.0,1.0
13458,1.0,0.0
13465,0.0,1.0
13466,0.0,1.0
13467,0.0,1.0
13468,0.0,1.0
13469,0.0,1.0
13478,0.0,1.0
13479,0.0,1.0
13484,0.0,1.0
13485,0.0,1.0
13486,0.0,1.0
13487,0.0,1.0
13488,0.0,1.0
13496,0.0,1.0
13502,0.0,1.0
13503,0.0,1.0
13505,0.0,1.0
13506,0.0,1.0
13508,0.0,1.0
13514,1.0,0.0
13518,1.0,0.0
13522,0.0,1.0
13523,0.0,1.0
13525,0.0,1.0
13528,0.0,1.0
13529,0.0,1.0
13530,0.0,1.0
13537,0.0,1.0
13539,0.0,1.0
13544,1.0,0.0
13547,1.0,0.0
13549,0.0,1.0
13550,0.0,1.0
13551,0.0,1.0
13552,0.0,1.0
13554,0.0,1.0
13555,0.0,1.0
13556,0.0,1.0
13560,0.0,1.0
13562,1.0,0.0
13566,0.0,1.0
13567,0.0,1.0
13572,0.0,1.0
13573,0.0,1.0
13574,0.0,1.0
13575,0.0,1.0
13578,0.0,1.0
13581,0.0,1.0
13582,0.0,1.0
13583,0.0,1.0
13584,0.0,1.0
13590,0.0,1.0
13605,1.0,0.0
13611,0.0,1.0
13613,1.0,0.0
13620,1.0,0.0
13621,1.0,0.0
13628,0.0,1.0
13629,0.0,1.0
13637,0.0,1.0
13638,0.0,1.0
13639,0.0,1.0
13648,1.0,0.0
13651,1.0,0.0
13653,0.0,1.0
13654,0.0,1.0
13655,0.0,1.0
13656,0.0,1.0
13657,1.0,0.0
13658,0.0,1.0
13661,0.0,1.0
13670,0.0,1.0
13671,0.0,1.0
13672,0.0,1.0
13673,0.0,1.0
13674,0.0,1.0
13675,0.0,1.0
13677,0.0,1.0
13681,0.0,1.0
13682,0.0,1.0
13683,0.0,1.0
13686,0.0,1.0
13689,0.0,1.0
13696,1.0,0.0
13705,1.0,0.0
13708,1.0,0.0
13713,0.0,1.0
13715,0.0,1.0
13716,0.0,1.0
13717,0.0,1.0
13719,0.0,1.0
13729,0.0,1.0
