,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
23121,51055,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-14-lecho_du_danube_giga_vivace_johannes_schenck-0-29.mp3,14,-L'Echo du Danube_ Giga vivace (Johannes Schenck)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,0,29,http://he3.magnatune.com/all/14--L'Echo%20du%20Danube_%20Giga%20vivace%20(Johannes%20Schenck)--Ralph%20Meulenbroeks.mp3
12089,26549,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/rapoon-vernal_crossing-06-dahina_ta-59-88.mp3,6,Dahina ta,Rapoon,Vernal Crossing,http://www.magnatune.com/artists/albums/rapoon-vernal/,59,88,http://he3.magnatune.com/all/06-Dahina%20ta-Rapoon.mp3
1735,3769,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-3626-3655.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,3626,3655,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
1196,2622,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-01-malkauns-1132-1161.mp3,1,Malkauns,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,1132,1161,http://he3.magnatune.com/all/01-Malkauns-Jay%20Kishor.mp3
1812,3924,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-1799-1828.mp3,1,Raga Patdeep - Alap - Jay Kishor,Sitar,First Congregational Church Concert,http://www.magnatune.com/artists/albums/kishor-church/,1799,1828,http://he3.magnatune.com/all/01-Raga%20Patdeep%20-%20Alap%20-%20Jay%20Kishor%20-%20Sitar.mp3
275,599,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-the_payans_concert-01-bhimpalasi-320-349.mp3,1,Bhimpalasi,Jay Kishor,The Payans Concert,http://www.magnatune.com/artists/albums/kishor-payans/,320,349,http://he3.magnatune.com/all/01-Bhimpalasi-Jay%20Kishor.mp3
13839,30377,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/jamie_janover-evolutions-07-always_not_somewhere-88-117.mp3,7,Always Not Somewhere,Jamie Janover,Evolutions,http://www.magnatune.com/artists/albums/janover-evolutions/,88,117,http://he3.magnatune.com/all/07-Always%20Not%20Somewhere-Jamie%20Janover.mp3
1711,3718,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-2147-2176.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,2147,2176,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
6702,14569,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-amber-03-raga_malgunji__vilambit_teentaal-30-59.mp3,3,Raga Malgunji - vilambit teentaal,Jay Kishor,Amber,http://www.magnatune.com/artists/albums/kishor-amber/,30,59,http://he3.magnatune.com/all/03-Raga%20Malgunji%20-%20vilambit%20teentaal-Jay%20Kishor.mp3
23783,52780,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/magnatune_compilation-world_fusion-15-jay_kishor_raga_malgunji_vilambit_teentaal-175-204.mp3,15,Jay Kishor_ Raga Malgunji (Vilambit Teentaal),Magnatune Compilation,World Fusion,http://www.magnatune.com/artists/albums/magnacomp-world/,175,204,http://he3.magnatune.com/all/15-Jay%20Kishor_%20Raga%20Malgunji%20(Vilambit%20Teentaal)-Magnatune%20Compilation.mp3
13616,29874,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/touchinggrace-submission-06-watching_clouds-204-233.mp3,6,Watching Clouds,touchingGrace,Submission,http://www.magnatune.com/artists/albums/touchinggrace-submission/,204,233,http://he3.magnatune.com/all/06-Watching%20Clouds-touchingGrace.mp3
1224,2669,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/curandero-aras-01-man_of_the_shadows-465-494.mp3,1,Man of the Shadows,Curandero,Aras,http://www.magnatune.com/artists/albums/curandero-aras/,465,494,http://he3.magnatune.com/all/01-Man%20of%20the%20Shadows%20-%20Curandero.mp3
1612,3530,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-0-29.mp3,1,Raga Hansa Kalyani,The Rajdhani Quartet,The Gandhi Memorial Concert,http://www.magnatune.com/artists/albums/rajdhani-memorial/,0,29,http://he3.magnatune.com/all/01-Raga%20Hansa%20Kalyani-The%20Rajdhani%20Quartet.mp3
9185,20123,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/touchinggrace-happenstance-04-stormfront-233-262.mp3,4,Stormfront,touchingGrace,Happenstance,http://www.magnatune.com/artists/albums/touchinggrace-happenstance/,233,262,http://he3.magnatune.com/all/04-Stormfront-touchingGrace.mp3
284,613,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-the_payans_concert-01-bhimpalasi-726-755.mp3,1,Bhimpalasi,Jay Kishor,The Payans Concert,http://www.magnatune.com/artists/albums/kishor-payans/,726,755,http://he3.magnatune.com/all/01-Bhimpalasi-Jay%20Kishor.mp3
473,1131,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/tim_rayborn-chordae-01-damor_non_jauzi-0-29.mp3,1,D'amor non jauzi,Tim Rayborn,Chordae,http://www.magnatune.com/artists/albums/rayborn-chordae/,0,29,http://he3.magnatune.com/all/01-D'amor%20non%20jauzi-Tim%20Rayborn.mp3
1697,3693,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-1422-1451.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,1422,1451,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
3550,7810,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/solace-iman-02-iman-233-262.mp3,2,Iman,Solace,Iman,http://www.magnatune.com/artists/albums/solace-iman/,233,262,http://he3.magnatune.com/all/02-Iman-Solace.mp3
3871,8493,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-the_payans_concert-02-nat_malhar-842-871.mp3,2,Nat Malhar,Jay Kishor,The Payans Concert,http://www.magnatune.com/artists/albums/kishor-payans/,842,871,http://he3.magnatune.com/all/02-Nat%20Malhar-Jay%20Kishor.mp3
13254,29019,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/kourosh_zolani-peaceful_planet-06-snow_queen-146-175.mp3,6,Snow Queen,Kourosh Zolani,Peaceful Planet,http://www.magnatune.com/artists/albums/zolani-peaceful/,146,175,http://he3.magnatune.com/all/06-Snow%20Queen-Kourosh%20Zolani.mp3
4213,9168,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-amber-02-raga_malgunji__jor-30-59.mp3,2,Raga Malgunji - jor,Jay Kishor,Amber,http://www.magnatune.com/artists/albums/kishor-amber/,30,59,http://he3.magnatune.com/all/02-Raga%20Malgunji%20-%20jor-Jay%20Kishor.mp3
1194,2620,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-01-malkauns-1074-1103.mp3,1,Malkauns,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,1074,1103,http://he3.magnatune.com/all/01-Malkauns-Jay%20Kishor.mp3
1804,3909,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-1364-1393.mp3,1,Raga Patdeep - Alap - Jay Kishor,Sitar,First Congregational Church Concert,http://www.magnatune.com/artists/albums/kishor-church/,1364,1393,http://he3.magnatune.com/all/01-Raga%20Patdeep%20-%20Alap%20-%20Jay%20Kishor%20-%20Sitar.mp3
10079,22087,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tim_rayborn-ashek-05-delgadina-320-349.mp3,5,Delgadina,Tim Rayborn,Ashek,http://www.magnatune.com/artists/albums/rayborn-asked/,320,349,http://he3.magnatune.com/all/05-Delgadina-Tim%20Rayborn.mp3
20914,46000,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/magnatune_compilation-world_fusion-11-kourosh_zolani_shabnam-88-117.mp3,11,Kourosh Zolani_ Shabnam,Magnatune Compilation,World Fusion,http://www.magnatune.com/artists/albums/magnacomp-world/,88,117,http://he3.magnatune.com/all/11-Kourosh%20Zolani_%20Shabnam-Magnatune%20Compilation.mp3
16099,35309,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/touchinggrace-submission-08-eastern_sky-88-117.mp3,8,Eastern Sky,touchingGrace,Submission,http://www.magnatune.com/artists/albums/touchinggrace-submission/,88,117,http://he3.magnatune.com/all/08-Eastern%20Sky-touchingGrace.mp3
11342,24981,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/touchinggrace-happenstance-05-sunday_driver-30-59.mp3,5,Sunday Driver,touchingGrace,Happenstance,http://www.magnatune.com/artists/albums/touchinggrace-happenstance/,30,59,http://he3.magnatune.com/all/05-Sunday%20Driver-touchingGrace.mp3
17836,39122,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tim_rayborn-qadim-09-dosaram__tar_persian-146-175.mp3,9,Dosaram - tar (Persian),Tim Rayborn,Qadim,http://www.magnatune.com/artists/albums/rayborn-qadim/,146,175,http://he3.magnatune.com/all/09-Dosaram%20-%20tar%20(Persian)-Tim%20Rayborn.mp3
18707,41042,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/touchinggrace-happenstance-09-southern_sultry-30-59.mp3,9,Southern Sultry,touchingGrace,Happenstance,http://www.magnatune.com/artists/albums/touchinggrace-happenstance/,30,59,http://he3.magnatune.com/all/09-Southern%20Sultry-touchingGrace.mp3
8805,19285,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-amber-04-raga_malgunji__drut_teentaal-784-813.mp3,4,Raga Malgunji - drut teentaal,Jay Kishor,Amber,http://www.magnatune.com/artists/albums/kishor-amber/,784,813,http://he3.magnatune.com/all/04-Raga%20Malgunji%20-%20drut%20teentaal-Jay%20Kishor.mp3
6884,14932,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-03-shivranjani-175-204.mp3,3,Shivranjani,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,175,204,http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3
21951,48208,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/shira_kammen-music_of_waters-12-jackass_canyon-204-233.mp3,12,Jackass Canyon,Shira Kammen,Music of Waters,http://www.magnatune.com/artists/albums/shira-waters/,204,233,http://he3.magnatune.com/all/12-Jackass%20Canyon-Shira%20Kammen.mp3
1780,3868,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-175-204.mp3,1,Raga Patdeep - Alap - Jay Kishor,Sitar,First Congregational Church Concert,http://www.magnatune.com/artists/albums/kishor-church/,175,204,http://he3.magnatune.com/all/01-Raga%20Patdeep%20-%20Alap%20-%20Jay%20Kishor%20-%20Sitar.mp3
3867,8483,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-the_payans_concert-02-nat_malhar-552-581.mp3,2,Nat Malhar,Jay Kishor,The Payans Concert,http://www.magnatune.com/artists/albums/kishor-payans/,552,581,http://he3.magnatune.com/all/02-Nat%20Malhar-Jay%20Kishor.mp3
9646,21130,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/ya_elah-each_of_us-05-ahava-0-29.mp3,5,Ahava,Ya Elah,Each of Us,http://www.magnatune.com/artists/albums/yaelah-each/,0,29,http://he3.magnatune.com/all/05-Ahava-Ya%20Elah.mp3
429,941,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/mijo-fata_morgana-01-click_here-146-175.mp3,1,Click Here,Mijo,Fata Morgana,http://www.magnatune.com/artists/albums/mijo-fata/,146,175,http://he3.magnatune.com/all/01-Click%20Here-Mijo.mp3
3204,7051,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/touchinggrace-panacea-02-eastern_sky-59-88.mp3,2,Eastern Sky,touchingGrace,Panacea,http://www.magnatune.com/artists/albums/touchinggrace-panacea/,59,88,http://he3.magnatune.com/all/02-Eastern%20Sky-touchingGrace.mp3
1201,2628,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-01-malkauns-1306-1335.mp3,1,Malkauns,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,1306,1335,http://he3.magnatune.com/all/01-Malkauns-Jay%20Kishor.mp3
1695,3688,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-1277-1306.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,1277,1306,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
1190,2615,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-01-malkauns-929-958.mp3,1,Malkauns,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,929,958,http://he3.magnatune.com/all/01-Malkauns-Jay%20Kishor.mp3
20656,45384,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/tim_rayborn-the_path_beyond-11-cuando_el_rey_nimrod-30-59.mp3,11,Cuando El Rey Nimrod,Tim Rayborn,The Path Beyond,http://www.magnatune.com/artists/albums/rayborn-pathbeyond/,30,59,http://he3.magnatune.com/all/11-Cuando%20El%20Rey%20Nimrod-Tim%20Rayborn.mp3
13838,30374,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/jamie_janover-evolutions-07-always_not_somewhere-0-29.mp3,7,Always Not Somewhere,Jamie Janover,Evolutions,http://www.magnatune.com/artists/albums/janover-evolutions/,0,29,http://he3.magnatune.com/all/07-Always%20Not%20Somewhere-Jamie%20Janover.mp3
19276,42333,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/solace-ahsas-10-crimson_44-0-29.mp3,10,Crimson (4-4),Solace,Ahsas,http://www.magnatune.com/artists/albums/solace-ahsas/,0,29,http://he3.magnatune.com/all/10-Crimson%20(4-4)-Solace.mp3
1788,3880,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-523-552.mp3,1,Raga Patdeep - Alap - Jay Kishor,Sitar,First Congregational Church Concert,http://www.magnatune.com/artists/albums/kishor-church/,523,552,http://he3.magnatune.com/all/01-Raga%20Patdeep%20-%20Alap%20-%20Jay%20Kishor%20-%20Sitar.mp3
14577,31954,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/rapoon-fallen_gods-07-khomat-30-59.mp3,7,Khomat,Rapoon,Fallen Gods,http://www.magnatune.com/artists/albums/rapoon-fallen/,30,59,http://he3.magnatune.com/all/07-Khomat-Rapoon.mp3
4421,9596,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/swar_prabhat-designer_bliss-02-saraswati_vandana-262-291.mp3,2,Saraswati Vandana,Swar Prabhat,Designer Bliss,http://www.magnatune.com/artists/albums/parte-designer/,262,291,http://he3.magnatune.com/all/02-Saraswati%20Vandana-Swar%20Prabhat.mp3
9863,21625,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-by_the_way-05-by_the_ganges-610-639.mp3,5,By The Ganges,Tilopa,By The Way,http://www.magnatune.com/artists/albums/tilopa-bytheway/,610,639,http://he3.magnatune.com/all/05-By%20The%20Ganges-Tilopa.mp3
21882,48075,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/jamie_janover-evolutions-12-harbor_island-0-29.mp3,12,Harbor Island,Jamie Janover,Evolutions,http://www.magnatune.com/artists/albums/janover-evolutions/,0,29,http://he3.magnatune.com/all/12-Harbor%20Island-Jamie%20Janover.mp3
23788,52799,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/magnatune_compilation-world_fusion-15-jay_kishor_raga_malgunji_vilambit_teentaal-726-755.mp3,15,Jay Kishor_ Raga Malgunji (Vilambit Teentaal),Magnatune Compilation,World Fusion,http://www.magnatune.com/artists/albums/magnacomp-world/,726,755,http://he3.magnatune.com/all/15-Jay%20Kishor_%20Raga%20Malgunji%20(Vilambit%20Teentaal)-Magnatune%20Compilation.mp3
18712,41052,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/touchinggrace-happenstance-09-southern_sultry-320-349.mp3,9,Southern Sultry,touchingGrace,Happenstance,http://www.magnatune.com/artists/albums/touchinggrace-happenstance/,320,349,http://he3.magnatune.com/all/09-Southern%20Sultry-touchingGrace.mp3
4422,9598,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/swar_prabhat-designer_bliss-02-saraswati_vandana-320-349.mp3,2,Saraswati Vandana,Swar Prabhat,Designer Bliss,http://www.magnatune.com/artists/albums/parte-designer/,320,349,http://he3.magnatune.com/all/02-Saraswati%20Vandana-Swar%20Prabhat.mp3
4257,9255,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/sitar-cd1_the_sowebo_concert-02-raga_maru_bihag_gatjay_kishor-1596-1625.mp3,2,Raga Maru Bihag Gat-Jay Kishor,Sitar,CD1 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo1/,1596,1625,http://he3.magnatune.com/all/02-Raga%20Maru%20Bihag%20Gat-Jay%20Kishor%20-%20Sitar.mp3
13615,29873,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/touchinggrace-submission-06-watching_clouds-175-204.mp3,6,Watching Clouds,touchingGrace,Submission,http://www.magnatune.com/artists/albums/touchinggrace-submission/,175,204,http://he3.magnatune.com/all/06-Watching%20Clouds-touchingGrace.mp3
15950,34917,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/kourosh_zolani-peaceful_planet-08-butterflies-117-146.mp3,8,Butterflies,Kourosh Zolani,Peaceful Planet,http://www.magnatune.com/artists/albums/zolani-peaceful/,117,146,http://he3.magnatune.com/all/08-Butterflies-Kourosh%20Zolani.mp3
23787,52798,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/magnatune_compilation-world_fusion-15-jay_kishor_raga_malgunji_vilambit_teentaal-697-726.mp3,15,Jay Kishor_ Raga Malgunji (Vilambit Teentaal),Magnatune Compilation,World Fusion,http://www.magnatune.com/artists/albums/magnacomp-world/,697,726,http://he3.magnatune.com/all/15-Jay%20Kishor_%20Raga%20Malgunji%20(Vilambit%20Teentaal)-Magnatune%20Compilation.mp3
16105,35318,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/touchinggrace-submission-08-eastern_sky-349-378.mp3,8,Eastern Sky,touchingGrace,Submission,http://www.magnatune.com/artists/albums/touchinggrace-submission/,349,378,http://he3.magnatune.com/all/08-Eastern%20Sky-touchingGrace.mp3
17838,39124,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tim_rayborn-qadim-09-dosaram__tar_persian-204-233.mp3,9,Dosaram - tar (Persian),Tim Rayborn,Qadim,http://www.magnatune.com/artists/albums/rayborn-qadim/,204,233,http://he3.magnatune.com/all/09-Dosaram%20-%20tar%20(Persian)-Tim%20Rayborn.mp3
23503,52047,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-14-suite_in_g_major__gigue-30-59.mp3,14,Suite in G major - Gigue,Hanneke van Proosdij,Harpsichord suites of Chambonnieres,http://www.magnatune.com/artists/albums/proosdij-chambon/,30,59,http://he3.magnatune.com/all/14-Suite%20in%20G%20major%20-%20Gigue-Hanneke%20van%20Proosdij.mp3
10730,23593,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/touchinggrace-the_reformation_sessions-05-new_delhi_breakdown-465-494.mp3,5,New Delhi Breakdown,touchingGrace,The Reformation Sessions,http://www.magnatune.com/artists/albums/touchinggrace-reformation/,465,494,http://he3.magnatune.com/all/05-New%20Delhi%20Breakdown-touchingGrace.mp3
1745,3800,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/sitar-cd1_the_sowebo_concert-01-raga_maru_bihag_alapjay_kishor-407-436.mp3,1,Raga Maru Bihag Alap-Jay Kishor,Sitar,CD1 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo1/,407,436,http://he3.magnatune.com/all/01-Raga%20Maru%20Bihag%20Alap-Jay%20Kishor%20-%20Sitar.mp3
19981,43897,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/solace-shawaza-10-rebirth_2-262-291.mp3,10,Rebirth 2,Solace,ShaWaza,http://www.magnatune.com/artists/albums/solace-shawaza/,262,291,http://he3.magnatune.com/all/10-Rebirth%202-Solace.mp3
1708,3710,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-1915-1944.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,1915,1944,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
17834,39118,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tim_rayborn-qadim-09-dosaram__tar_persian-30-59.mp3,9,Dosaram - tar (Persian),Tim Rayborn,Qadim,http://www.magnatune.com/artists/albums/rayborn-qadim/,30,59,http://he3.magnatune.com/all/09-Dosaram%20-%20tar%20(Persian)-Tim%20Rayborn.mp3
6889,14946,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-03-shivranjani-581-610.mp3,3,Shivranjani,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,581,610,http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3
10614,23292,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/suzanne_teng-mystic_journey-05-lhasa_love-146-175.mp3,5,Lhasa Love,Suzanne Teng,Mystic Journey,http://www.magnatune.com/artists/albums/teng-mystic/,146,175,http://he3.magnatune.com/all/05-Lhasa%20Love-Suzanne%20Teng.mp3
1677,3662,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-523-552.mp3,1,Raga Malkauns,Jay Kishor,CD2 The Sowebo Concert,http://www.magnatune.com/artists/albums/kishor-sowebo2/,523,552,http://he3.magnatune.com/all/01-Raga%20Malkauns-Jay%20Kishor.mp3
17638,38654,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/solace-iman-09-basharaat-233-262.mp3,9,Basharaat,Solace,Iman,http://www.magnatune.com/artists/albums/solace-iman/,233,262,http://he3.magnatune.com/all/09-Basharaat-Solace.mp3
4303,9355,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/the_rajdhani_quartet-the_gandhi_memorial_concert-02-ragas_sindhu_bhairavi_and_gurjari_todi-639-668.mp3,2,Ragas Sindhu Bhairavi and Gurjari Todi,The Rajdhani Quartet,The Gandhi Memorial Concert,http://www.magnatune.com/artists/albums/rajdhani-memorial/,639,668,http://he3.magnatune.com/all/02-Ragas%20Sindhu%20Bhairavi%20and%20Gurjari%20Todi-The%20Rajdhani%20Quartet.mp3
1634,3575,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-1306-1335.mp3,1,Raga Hansa Kalyani,The Rajdhani Quartet,The Gandhi Memorial Concert,http://www.magnatune.com/artists/albums/rajdhani-memorial/,1306,1335,http://he3.magnatune.com/all/01-Raga%20Hansa%20Kalyani-The%20Rajdhani%20Quartet.mp3
3665,8039,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jay_kishor-the_color_of_night-02-kirwani-610-639.mp3,2,Kirwani,Jay Kishor,The Color of Night,http://www.magnatune.com/artists/albums/kishor-color/,610,639,http://he3.magnatune.com/all/02-Kirwani-Jay%20Kishor.mp3
22172,48740,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_berget-the_siena_manuscript_on_renaissance_lute-12-recercar_12-0-29.mp3,12,Recercar 12,Paul Berget,The Siena Manuscript on renaissance lute,http://www.magnatune.com/artists/albums/berget-sienalute/,0,29,http://he3.magnatune.com/all/12-Recercar%2012-Paul%20Berget.mp3
16095,35304,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/rapoon-fallen_gods-08-dusk_red_walls-262-291.mp3,8,Dusk Red Walls,Rapoon,Fallen Gods,http://www.magnatune.com/artists/albums/rapoon-fallen/,262,291,http://he3.magnatune.com/all/08-Dusk%20Red%20Walls-Rapoon.mp3
18559,40714,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/solace-the_gathering_season-09-saaba-88-117.mp3,9,Saaba,Solace,The Gathering Season,http://www.magnatune.com/artists/albums/solace-gathering/,88,117,http://he3.magnatune.com/all/09-Saaba-Solace.mp3
19815,43561,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/tim_rayborn-the_path_beyond-10-osman_pasha-175-204.mp3,10,Osman Pasha,Tim Rayborn,The Path Beyond,http://www.magnatune.com/artists/albums/rayborn-pathbeyond/,175,204,http://he3.magnatune.com/all/10-Osman%20Pasha-Tim%20Rayborn.mp3
17935,39350,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/kourosh_zolani-peaceful_planet-09-goodbye_homeland-291-320.mp3,9,Goodbye homeland,Kourosh Zolani,Peaceful Planet,http://www.magnatune.com/artists/albums/zolani-peaceful/,291,320,http://he3.magnatune.com/all/09-Goodbye%20homeland-Kourosh%20Zolani.mp3
4986,10912,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/version-versions-02-universal_humans-233-262.mp3,2,Universal humans,Version,Versions,http://www.magnatune.com/artists/albums/version-versions/,233,262,http://he3.magnatune.com/all/02-Universal%20humans-Version.mp3
24152,53731,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/justin_bianco-finality-16-it_can_save_you_dark_mile-0-29.mp3,16,It Can Save You (Dark Mile),Justin Bianco,Finality,http://www.magnatune.com/artists/albums/bianco-finality/,0,29,http://he3.magnatune.com/all/16-It%20Can%20Save%20You%20(Dark%20Mile)-Justin%20Bianco.mp3
22899,50519,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/orinda-airs_de_cour-13-recit_de_la_beaute_michel_lambert-291-320.mp3,13,Recit de la beaute (Michel Lambert),Orinda,Airs de Cour,http://www.magnatune.com/artists/albums/orinda-airs/,291,320,http://he3.magnatune.com/all/13-Recit%20de%20la%20beaute%20(Michel%20Lambert)-Orinda.mp3
25088,56474,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/o_fickle_fortune-a_celebration_of_robert_burns-20-the_sun_he_is_sunk_in_the_west-175-204.mp3,20,The sun he is sunk in the west,O Fickle Fortune,A Celebration of Robert Burns,http://www.magnatune.com/artists/albums/fickle-waters/,175,204,http://he3.magnatune.com/all/20-The%20sun%20he%20is%20sunk%20in%20the%20west-O%20Fickle%20Fortune.mp3
